,Unnamed: 0,h,V,C,x,y,Y
1304,1304,7.5G,5,14,0.152,0.456,12.6
1305,1305,7.5G,5,16,0.127,0.472,12.1
1306,1306,7.5G,5,18,0.102,0.488,11.4
1307,1307,7.5G,5,20,0.077,0.505,10.9
1308,1308,7.5G,5,22,0.053,0.521,10.4
1309,1309,10G,5,2,0.289,0.331,18.5
1310,1310,10G,5,4,0.263,0.346,17.2
1311,1311,10G,5,6,0.233,0.362,15.7
1312,1312,10G,5,8,0.205,0.377,14.6
1313,1313,10G,5,10,0.18,0.389,13.8
1314,1314,10G,5,12,0.153,0.401,13.1
1315,1315,10G,5,14,0.125,0.415,12.4
1316,1316,10G,5,16,0.098,0.428,11.7
1317,1317,10G,5,18,0.071,0.44,11.2
1318,1318,10G,5,20,0.033,0.452,10.6
1319,1319,2.5BG,5,0,0.31,0.316,19.7
1320,1320,2.5BG,5,2,0.285,0.325,18.3
1321,1321,2.5BG,5,4,0.256,0.332,16.9
1322,1322,2.5BG,5,6,0.224,0.339,15.7
1323,1323,2.5BG,5,8,0.192,0.344,14.7
1324,1324,2.5BG,5,10,0.164,0.348,13.6
1325,1325,2.5BG,5,12,0.134,0.353,12.8
1326,1326,2.5BG,5,14,0.104,0.356,12.1
1327,1327,2.5BG,5,16,0.075,0.359,11.5
1328,1328,5BG,5,2,0.282,0.318,18.3
1329,1329,5BG,5,4,0.252,0.318,16.7
1330,1330,5BG,5,6,0.221,0.317,15.6
1331,1331,5BG,5,8,0.188,0.315,14.4
1332,1332,5BG,5,10,0.159,0.313,13.5
1333,1333,5BG,5,12,0.13,0.311,12.8
1334,1334,5BG,5,14,0.1,0.308,12.1
1335,1335,5BG,5,16,0.072,0.306,11.5
1336,1336,7.5BG,5,2,0.281,0.312,18.1
1337,1337,7.5BG,5,4,0.251,0.306,16.7
1338,1338,7.5BG,5,6,0.222,0.298,15.4
1339,1339,7.5BG,5,8,0.192,0.29,14.4
1340,1340,7.5BG,5,10,0.164,0.28,13.5
1341,1341,7.5BG,5,12,0.137,0.271,12.8
1342,1342,7.5BG,5,14,0.112,0.263,12.1
1343,1343,7.5BG,5,16,0.087,0.253,11.7
1344,1344,10BG,5,2,0.282,0.308,18.1
1345,1345,10BG,5,4,0.252,0.297,16.6
1346,1346,10BG,5,6,0.225,0.285,15.4
1347,1347,10BG,5,8,0.2,0.272,14.5
1348,1348,10BG,5,10,0.176,0.259,13.7
1349,1349,10BG,5,12,0.153,0.245,13.0
1350,1350,10BG,5,14,0.132,0.232,12.4
1351,1351,10BG,5,16,0.11,0.218,11.8
1352,1352,10BG,5,18,0.09,0.205,11.4
1353,1353,2.5B,5,0,0.31,0.316,19.7
1354,1354,2.5B,5,2,0.282,0.304,18.1
1355,1355,2.5B,5,4,0.255,0.289,16.6
1356,1356,2.5B,5,6,0.231,0.275,15.4
1357,1357,2.5B,5,8,0.208,0.26,14.5
1358,1358,2.5B,5,10,0.188,0.245,13.8
1359,1359,2.5B,5,12,0.168,0.229,13.1
1360,1360,2.5B,5,14,0.15,0.215,12.5
1361,1361,2.5B,5,16,0.131,0.199,11.9
1362,1362,2.5B,5,18,0.112,0.183,11.4
1363,1363,2.5B,5,20,0.094,0.167,11.0
1364,1364,5B,5,2,0.284,0.301,18.0
1365,1365,5B,5,4,0.258,0.284,16.6
1366,1366,5B,5,6,0.236,0.267,15.4
1367,1367,5B,5,8,0.216,0.251,14.6
1368,1368,5B,5,10,0.198,0.236,13.9
1369,1369,5B,5,12,0.179,0.219,13.2
1370,1370,5B,5,14,0.163,0.203,12.5
1371,1371,5B,5,16,0.145,0.187,12.0
1372,1372,5B,5,18,0.128,0.171,11.5
1373,1373,5B,5,20,0.111,0.154,11.1
1374,1374,7.5B,5,2,0.285,0.298,18.0
1375,1375,7.5B,5,4,0.262,0.279,16.6
1376,1376,7.5B,5,6,0.241,0.261,15.4
1377,1377,7.5B,5,8,0.223,0.244,14.6
1378,1378,7.5B,5,10,0.207,0.229,13.9
1379,1379,7.5B,5,12,0.19,0.211,13.3
1380,1380,7.5B,5,14,0.175,0.195,12.5
1381,1381,7.5B,5,16,0.159,0.178,12.0
1382,1382,7.5B,5,18,0.144,0.166,11.5
1383,1383,7.5B,5,20,0.128,0.144,11.1
1384,1384,7.5B,5,22,0.112,0.127,10.6
1385,1385,10B,5,2,0.287,0.296,18.0
1386,1386,10B,5,4,0.266,0.276,16.6
1387,1387,10B,5,6,0.246,0.256,15.4
1388,1388,10B,5,8,0.23,0.239,14.6
1389,1389,10B,5,10,0.215,0.224,13.9
1390,1390,10B,5,12,0.199,0.206,13.3
1391,1391,10B,5,14,0.184,0.184,12.6
1392,1392,10B,5,16,0.168,0.173,12.0
1393,1393,10B,5,18,0.153,0.157,11.5
1394,1394,10B,5,20,0.138,0.139,11.1
1395,1395,10B,5,22,0.122,0.122,10.6
1396,1396,2.5PB,5,0,0.31,0.316,19.7
1397,1397,2.5PB,5,2,0.289,0.294,18.0
1398,1398,2.5PB,5,4,0.269,0.273,16.6
1399,1399,2.5PB,5,6,0.251,0.253,15.4
1400,1400,2.5PB,5,8,0.236,0.235,14.6
1401,1401,2.5PB,5,10,0.222,0.219,13.9
1402,1402,2.5PB,5,12,0.207,0.201,13.3
1403,1403,2.5PB,5,14,0.193,0.185,12.6
1404,1404,2.5PB,5,16,0.178,0.168,12.1
1405,1405,2.5PB,5,18,0.165,0.151,11.5
1406,1406,2.5PB,5,20,0.151,0.134,11.1
1407,1407,2.5PB,5,22,0.136,0.116,10.6
1408,1408,2.5PB,5,24,0.122,0.1,10.2
1409,1409,5PB,5,2,0.294,0.292,18.0
1410,1410,5PB,5,4,0.275,0.27,16.6
1411,1411,5PB,5,6,0.259,0.248,15.4
1412,1412,5PB,5,8,0.245,0.23,14.5
1413,1413,5PB,5,10,0.233,0.214,13.8
1414,1414,5PB,5,12,0.221,0.195,13.2
1415,1415,5PB,5,14,0.208,0.178,12.6
1416,1416,5PB,5,16,0.195,0.16,12.1
1417,1417,5PB,5,18,0.184,0.143,11.6
1418,1418,5PB,5,20,0.172,0.125,11.1
1419,1419,5PB,5,22,0.16,0.107,10.6
1420,1420,5PB,5,24,0.15,0.09,10.2
1421,1421,5PB,5,26,0.141,0.075,10.0
1422,1422,7.5PB,5,2,0.295,0.29,18.0
1423,1423,7.5PB,5,4,0.28,0.267,16.5
1424,1424,7.5PB,5,6,0.267,0.245,15.4
1425,1425,7.5PB,5,8,0.255,0.226,14.5
1426,1426,7.5PB,5,10,0.245,0.209,13.8
1427,1427,7.5PB,5,12,0.235,0.191,13.2
1428,1428,7.5PB,5,14,0.225,0.173,12.6
1429,1429,7.5PB,5,16,0.214,0.154,12.1
1430,1430,7.5PB,5,18,0.205,0.137,11.6
1431,1431,7.5PB,5,20,0.196,0.119,11.2
1432,1432,7.5PB,5,22,0.186,0.1,10.7
1433,1433,7.5PB,5,24,0.177,0.083,10.3
1434,1434,7.5PB,5,26,0.169,0.067,10.0
1435,1435,7.5PB,5,28,0.161,0.059,9.6
1436,1436,10PB,5,2,0.297,0.289,18.1
1437,1437,10PB,5,4,0.286,0.265,16.5
1438,1438,10PB,5,6,0.274,0.243,15.3
1439,1439,10PB,5,8,0.265,0.224,14.4
1440,1440,10PB,5,10,0.257,0.207,13.8
1441,1441,10PB,5,12,0.249,0.188,13.2
1442,1442,10PB,5,14,0.241,0.17,12.6
1443,1443,10PB,5,16,0.232,0.151,12.1
1444,1444,10PB,5,18,0.224,0.134,11.6
1445,1445,10PB,5,20,0.216,0.116,11.2
1446,1446,10PB,5,22,0.207,0.097,10.7
1447,1447,10PB,5,24,0.2,0.08,10.3
1448,1448,10PB,5,26,0.192,0.062,10.0
1449,1449,10PB,5,28,0.184,0.044,9.6
1450,1450,10PB,5,30,0.177,0.03,9.3
1451,1451,2.5P,5,0,0.31,0.316,19.7
1452,1452,2.5P,5,2,0.3,0.289,18.1
1453,1453,2.5P,5,4,0.291,0.264,16.5
1454,1454,2.5P,5,6,0.283,0.242,15.3
1455,1455,2.5P,5,8,0.276,0.227,14.4
1456,1456,2.5P,5,10,0.27,0.205,13.7
1457,1457,2.5P,5,12,0.264,0.185,13.1
1458,1458,2.5P,5,14,0.258,0.168,12.6
1459,1459,2.5P,5,16,0.252,0.149,12.0
1460,1460,2.5P,5,18,0.247,0.132,11.6
1461,1461,2.5P,5,20,0.242,0.116,11.1
1462,1462,2.5P,5,22,0.237,0.096,10.7
1463,1463,2.5P,5,24,0.233,0.077,10.3
1464,1464,2.5P,5,26,0.228,0.058,9.9
1465,1465,2.5P,5,28,0.223,0.038,9.5
1466,1466,5P,5,2,0.303,0.289,18.1
1467,1467,5P,5,4,0.297,0.264,16.5
1468,1468,5P,5,6,0.291,0.241,15.2
1469,1469,5P,5,8,0.286,0.222,14.4
1470,1470,5P,5,10,0.282,0.204,13.7
1471,1471,5P,5,12,0.278,0.184,13.1
1472,1472,5P,5,14,0.274,0.167,12.5
1473,1473,5P,5,16,0.269,0.148,12.0
1474,1474,5P,5,18,0.266,0.131,11.5
1475,1475,5P,5,20,0.263,0.114,11.1
1476,1476,5P,5,22,0.259,0.095,10.6
1477,1477,5P,5,24,0.256,0.077,10.2
1478,1478,5P,5,26,0.252,0.058,9.8
1479,1479,7.5P,5,2,0.308,0.289,18.1
1480,1480,7.5P,5,4,0.305,0.264,16.3
1481,1481,7.5P,5,6,0.303,0.241,15.2
1482,1482,7.5P,5,8,0.301,0.222,14.3
1483,1483,7.5P,5,10,0.299,0.204,13.6
1484,1484,7.5P,5,12,0.297,0.185,13.0
1485,1485,7.5P,5,14,0.295,0.168,12.4
1486,1486,7.5P,5,16,0.293,0.149,11.8
1487,1487,7.5P,5,18,0.29,0.132,11.4
1488,1488,7.5P,5,20,0.288,0.113,11.1
1489,1489,7.5P,5,22,0.285,0.095,10.5
1490,1490,7.5P,5,24,0.282,0.083,10.1
1491,1491,10P,5,2,0.312,0.29,18.1
1492,1492,10P,5,4,0.314,0.266,16.3
1493,1493,10P,5,6,0.315,0.243,15.2
1494,1494,10P,5,8,0.316,0.224,14.3
1495,1495,10P,5,10,0.317,0.207,13.5
1496,1496,10P,5,12,0.318,0.188,12.9
1497,1497,10P,5,14,0.319,0.169,12.2
1498,1498,10P,5,16,0.319,0.152,11.7
1499,1499,10P,5,18,0.32,0.134,11.2
1500,1500,10P,5,20,0.32,0.116,10.7
1501,1501,10P,5,22,0.321,0.101,10.4
1502,1502,2.5RP,5,0,0.31,0.316,19.7
1503,1503,2.5RP,5,2,0.317,0.292,18.1
1504,1504,2.5RP,5,4,0.323,0.269,16.3
1505,1505,2.5RP,5,6,0.329,0.247,15.2
1506,1506,2.5RP,5,8,0.333,0.228,14.2
1507,1507,2.5RP,5,10,0.338,0.213,13.5
1508,1508,2.5RP,5,12,0.342,0.194,12.8
1509,1509,2.5RP,5,14,0.347,0.174,12.1
1510,1510,2.5RP,5,16,0.35,0.159,11.6
1511,1511,2.5RP,5,18,0.354,0.142,11.1
1512,1512,2.5RP,5,20,0.358,0.126,10.6
1513,1513,5RP,5,2,0.323,0.295,18.0
1514,1514,5RP,5,4,0.336,0.274,16.5
1515,1515,5RP,5,6,0.346,0.255,15.2
1516,1516,5RP,5,8,0.356,0.237,14.2
1517,1517,5RP,5,10,0.363,0.221,13.4
1518,1518,5RP,5,12,0.371,0.205,12.8
1519,1519,5RP,5,14,0.38,0.186,12.1
1520,1520,5RP,5,16,0.386,0.173,11.6
1521,1521,5RP,5,18,0.393,0.157,11.1
1522,1522,5RP,5,20,0.401,0.142,10.6
1523,1523,7.5RP,5,2,0.33,0.299,18.0
1524,1524,7.5RP,5,4,0.348,0.282,16.5
1525,1525,7.5RP,5,6,0.365,0.265,15.2
1526,1526,7.5RP,5,8,0.382,0.25,14.2
1527,1527,7.5RP,5,10,0.396,0.236,13.4
1528,1528,7.5RP,5,12,0.409,0.223,12.8
1529,1529,7.5RP,5,14,0.424,0.208,12.1
1530,1530,7.5RP,5,16,0.436,0.197,11.6
1531,1531,7.5RP,5,18,0.448,0.184,11.1
1532,1532,10RP,5,2,0.335,0.304,18.0
1533,1533,10RP,5,4,0.36,0.293,16.6
1534,1534,10RP,5,6,0.384,0.28,15.3
1535,1535,10RP,5,8,0.408,0.268,14.2
1536,1536,10RP,5,10,0.43,0.257,13.4
1537,1537,10RP,5,12,0.452,0.246,12.8
1538,1538,10RP,5,14,0.471,0.236,12.1
1539,1539,10RP,5,16,0.49,0.225,11.5
1540,1540,10RP,5,18,0.506,0.216,11.1
1541,1541,2.5R,6,0,0.31,0.316,30.0
1542,1542,2.5R,6,2,0.337,0.312,28.1
1543,1543,2.5R,6,4,0.363,0.307,25.9
1544,1544,2.5R,6,6,0.39,0.302,24.0
1545,1545,2.5R,6,8,0.416,0.293,22.6
1546,1546,2.5R,6,10,0.441,0.286,21.3
1547,1547,2.5R,6,12,0.465,0.278,20.2
1548,1548,2.5R,6,14,0.49,0.269,19.0
1549,1549,2.5R,6,16,0.513,0.262,18.0
1550,1550,5R,6,2,0.338,0.316,28.1
1551,1551,5R,6,4,0.368,0.315,26.1
1552,1552,5R,6,6,0.398,0.313,24.4
1553,1553,5R,6,8,0.427,0.31,22.9
1554,1554,5R,6,10,0.457,0.306,21.5
1555,1555,5R,6,12,0.485,0.302,20.3
1556,1556,5R,6,14,0.521,0.298,19.3
1557,1557,5R,6,16,0.541,0.292,18.2
1558,1558,7.5R,6,2,0.339,0.321,28.3
1559,1559,7.5R,6,4,0.371,0.324,26.6
1560,1560,7.5R,6,6,0.404,0.325,24.6
1561,1561,7.5R,6,8,0.435,0.326,23.3
1562,1562,7.5R,6,10,0.467,0.325,21.9
1563,1563,7.5R,6,12,0.497,0.323,20.7
1564,1564,7.5R,6,14,0.526,0.321,19.7
1565,1565,7.5R,6,16,0.557,0.32,18.5
1566,1566,7.5R,6,18,0.585,0.318,17.8
1567,1567,10R,6,2,0.34,0.325,28.6
1568,1568,10R,6,4,0.373,0.332,26.8
1569,1569,10R,6,6,0.409,0.34,25.0
1570,1570,10R,6,8,0.442,0.344,23.6
1571,1571,10R,6,10,0.475,0.347,22.4
1572,1572,10R,6,12,0.506,0.349,21.2
1573,1573,10R,6,14,0.537,0.349,20.2
1574,1574,10R,6,16,0.563,0.35,19.1
1575,1575,10R,6,18,0.597,0.35,18.3
1576,1576,2.5YR,6,0,0.31,0.316,30.0
1577,1577,2.5YR,6,2,0.339,0.328,28.9
1578,1578,2.5YR,6,4,0.373,0.34,27.3
1579,1579,2.5YR,6,6,0.412,0.353,25.7
1580,1580,2.5YR,6,8,0.446,0.362,24.2
1581,1581,2.5YR,6,10,0.48,0.37,22.9
1582,1582,2.5YR,6,12,0.511,0.376,21.9
1583,1583,2.5YR,6,14,0.543,0.382,21.0
1584,1584,2.5YR,6,16,0.578,0.389,20.0
1585,1585,2.5YR,6,18,0.61,0.395,19.1
1586,1586,5YR,6,2,0.338,0.332,29.2
1587,1587,5YR,6,4,0.372,0.349,27.6
1588,1588,5YR,6,6,0.412,0.369,26.1
1589,1589,5YR,6,8,0.447,0.383,24.8
1590,1590,5YR,6,10,0.48,0.396,23.9
1591,1591,5YR,6,12,0.513,0.407,22.8
1592,1592,5YR,6,14,0.547,0.417,21.8
1593,1593,5YR,6,16,0.581,0.427,20.9
1594,1594,7.5YR,6,2,0.337,0.334,29.2
1595,1595,7.5YR,6,4,0.37,0.356,27.8
1596,1596,7.5YR,6,6,0.411,0.382,26.6
1597,1597,7.5YR,6,8,0.445,0.4,25.5
1598,1598,7.5YR,6,10,0.478,0.416,24.4
1599,1599,7.5YR,6,12,0.512,0.432,23.5
1600,1600,7.5YR,6,14,0.545,0.448,22.6
1601,1601,10YR,6,2,0.336,0.337,29.2
1602,1602,10YR,6,4,0.367,0.363,28.1
1603,1603,10YR,6,6,0.407,0.393,26.8
1604,1604,10YR,6,8,0.44,0.416,25.7
1605,1605,10YR,6,10,0.472,0.437,24.8
1606,1606,10YR,6,12,0.506,0.46,24.0
1607,1607,10YR,6,14,0.539,0.481,23.3
1608,1608,2.5Y,6,0,0.31,0.316,30.0
1609,1609,2.5Y,6,2,0.333,0.34,29.2
1610,1610,2.5Y,6,4,0.363,0.369,28.1
1611,1611,2.5Y,6,6,0.402,0.404,26.8
1612,1612,2.5Y,6,8,0.434,0.429,25.9
1613,1613,2.5Y,6,10,0.465,0.453,25.2
1614,1614,2.5Y,6,12,0.499,0.479,24.2
1615,1615,2.5Y,6,14,0.531,0.503,23.5
1616,1616,5Y,6,2,0.332,0.341,29.2
1617,1617,5Y,6,4,0.359,0.373,28.1
1618,1618,5Y,6,6,0.396,0.412,26.8
1619,1619,5Y,6,8,0.426,0.441,25.9
1620,1620,5Y,6,10,0.456,0.469,25.2
1621,1621,5Y,6,12,0.487,0.498,24.4
1622,1622,5Y,6,14,0.518,0.526,23.6
1623,1623,7.5Y,6,2,0.329,0.342,29.2
1624,1624,7.5Y,6,4,0.356,0.376,28.1
1625,1625,7.5Y,6,6,0.389,0.418,26.8
1626,1626,7.5Y,6,8,0.416,0.451,25.9
1627,1627,7.5Y,6,10,0.443,0.484,25.2
1628,1628,7.5Y,6,12,0.47,0.516,24.4
1629,1629,7.5Y,6,14,0.498,0.547,23.6
1630,1630,10Y,6,2,0.327,0.343,29.2
1631,1631,10Y,6,4,0.35,0.379,28.1
1632,1632,10Y,6,6,0.38,0.425,26.8
1633,1633,10Y,6,8,0.402,0.46,25.9
1634,1634,10Y,6,10,0.426,0.495,25.2
1635,1635,10Y,6,12,0.449,0.53,24.4
1636,1636,10Y,6,14,0.472,0.565,23.6
1637,1637,2.5GY,6,0,0.31,0.316,30.0
1638,1638,2.5GY,6,2,0.324,0.344,29.2
1639,1639,2.5GY,6,4,0.343,0.381,28.1
1640,1640,2.5GY,6,6,0.367,0.429,26.8
1641,1641,2.5GY,6,8,0.384,0.467,25.7
1642,1642,2.5GY,6,10,0.402,0.503,24.8
1643,1643,2.5GY,6,12,0.418,0.539,24.0
1644,1644,2.5GY,6,14,0.435,0.576,23.3
1645,1645,5GY,6,2,0.32,0.344,29.2
1646,1646,5GY,6,4,0.334,0.382,27.8
1647,1647,5GY,6,6,0.351,0.43,26.6
1648,1648,5GY,6,8,0.362,0.468,25.5
1649,1649,5GY,6,10,0.373,0.504,24.6
1650,1650,5GY,6,12,0.383,0.541,23.6
1651,1651,5GY,6,14,0.392,0.578,22.8
1652,1652,5GY,6,16,0.398,0.613,21.9
1653,1653,7.5GY,6,2,0.315,0.344,28.9
1654,1654,7.5GY,6,4,0.322,0.38,27.6
1655,1655,7.5GY,6,6,0.33,0.427,26.1
1656,1656,7.5GY,6,8,0.334,0.463,25.0
1657,1657,7.5GY,6,10,0.338,0.497,24.2
1658,1658,7.5GY,6,12,0.342,0.532,23.1
1659,1659,7.5GY,6,14,0.344,0.566,22.3
1660,1660,7.5GY,6,16,0.345,0.6,21.5
1661,1661,7.5GY,6,18,0.344,0.63,20.7
1662,1662,7.5GY,6,20,0.343,0.662,20.0
1663,1663,10GY,6,2,0.311,0.343,28.9
1664,1664,10GY,6,4,0.31,0.376,27.3
1665,1665,10GY,6,6,0.308,0.419,25.7
1666,1666,10GY,6,8,0.306,0.452,24.6
1667,1667,10GY,6,10,0.304,0.482,23.6
1668,1668,10GY,6,12,0.301,0.512,22.8
1669,1669,10GY,6,14,0.297,0.542,21.9
1670,1670,10GY,6,16,0.291,0.572,21.0
1671,1671,10GY,6,18,0.285,0.6,20.3
1672,1672,10GY,6,20,0.277,0.629,19.5
1673,1673,10GY,6,22,0.268,0.656,18.9
1674,1674,10GY,6,24,0.258,0.687,18.1
1675,1675,10GY,6,26,0.247,0.714,17.5
1676,1676,10GY,6,28,0.236,0.739,17.0
1677,1677,2.5G,6,0,0.31,0.316,30.0
1678,1678,2.5G,6,2,0.305,0.341,28.6
1679,1679,2.5G,6,4,0.298,0.369,27.3
1680,1680,2.5G,6,6,0.286,0.404,25.5
1681,1681,2.5G,6,8,0.276,0.431,24.2
1682,1682,2.5G,6,10,0.266,0.457,23.1
1683,1683,2.5G,6,12,0.256,0.481,22.3
1684,1684,2.5G,6,14,0.244,0.508,21.2
1685,1685,2.5G,6,16,0.231,0.532,20.3
1686,1686,2.5G,6,18,0.219,0.555,19.5
1687,1687,2.5G,6,20,0.205,0.58,18.8
1688,1688,2.5G,6,22,0.191,0.602,18.0
1689,1689,2.5G,6,24,0.176,0.626,17.4
1690,1690,2.5G,6,26,0.162,0.648,16.8
1691,1691,2.5G,6,28,0.146,0.672,16.2
1692,1692,2.5G,6,30,0.132,0.694,15.7
1693,1693,2.5G,6,32,0.116,0.711,15.2
1694,1694,5G,6,2,0.301,0.337,28.6
1695,1695,5G,6,4,0.288,0.36,27.1
1696,1696,5G,6,6,0.27,0.388,25.2
1697,1697,5G,6,8,0.254,0.411,23.9
1698,1698,5G,6,10,0.237,0.432,22.8
1699,1699,5G,6,12,0.221,0.451,21.8
1700,1700,5G,6,14,0.202,0.471,20.6
1701,1701,5G,6,16,0.184,0.49,19.7
1702,1702,5G,6,18,0.166,0.508,18.9
1703,1703,5G,6,20,0.147,0.527,18.1
1704,1704,5G,6,22,0.127,0.545,17.4
1705,1705,5G,6,24,0.108,0.563,16.7
1706,1706,5G,6,26,0.088,0.581,16.1
1707,1707,7.5G,6,2,0.297,0.333,28.6
1708,1708,7.5G,6,4,0.28,0.353,26.8
1709,1709,7.5G,6,6,0.258,0.374,25.0
1710,1710,7.5G,6,8,0.239,0.393,23.6
1711,1711,7.5G,6,10,0.219,0.41,22.4
1712,1712,7.5G,6,12,0.2,0.426,21.5
1713,1713,7.5G,6,14,0.18,0.442,20.3
1714,1714,7.5G,6,16,0.159,0.458,19.4
1715,1715,7.5G,6,18,0.139,0.472,18.7
1716,1716,7.5G,6,20,0.177,0.488,17.9
1717,1717,7.5G,6,22,0.098,0.503,17.2
1718,1718,7.5G,6,24,0.077,0.517,16.5
1719,1719,10G,6,2,0.293,0.329,28.3
1720,1720,10G,6,4,0.272,0.343,26.6
1721,1721,10G,6,6,0.247,0.358,24.8
1722,1722,10G,6,8,0.225,0.372,23.5
1723,1723,10G,6,10,0.203,0.384,22.1
1724,1724,10G,6,12,0.181,0.396,21.2
1725,1725,10G,6,14,0.156,0.409,19.9
1726,1726,10G,6,16,0.135,0.42,19.1
1727,1727,10G,6,18,0.113,0.431,18.3
1728,1728,10G,6,20,0.09,0.442,17.5
1729,1729,2.5BG,6,0,0.31,0.316,30.0
1730,1730,2.5BG,6,2,0.289,0.324,28.1
1731,1731,2.5BG,6,4,0.265,0.332,26.4
1732,1732,2.5BG,6,6,0.238,0.34,24.6
1733,1733,2.5BG,6,8,0.213,0.346,23.1
1734,1734,2.5BG,6,10,0.188,0.351,21.9
1735,1735,2.5BG,6,12,0.163,0.356,20.7
1736,1736,2.5BG,6,14,0.137,0.361,19.7
1737,1737,2.5BG,6,16,0.111,0.364,18.7
1738,1738,2.5BG,6,18,0.087,0.369,17.8
1739,1739,5BG,6,2,0.287,0.318,28.1
1740,1740,5BG,6,4,0.261,0.319,26.1
1741,1741,5BG,6,6,0.233,0.32,24.4
1742,1742,5BG,6,8,0.207,0.322,22.9
1743,1743,5BG,6,10,0.182,0.322,21.8
1744,1744,5BG,6,12,0.156,0.321,20.4
1745,1745,5BG,6,14,0.13,0.32,19.4
1746,1746,5BG,6,16,0.105,0.319,18.5
1747,1747,7.5BG,6,2,0.286,0.314,27.8
1748,1748,7.5BG,6,4,0.259,0.309,25.9
1749,1749,7.5BG,6,6,0.232,0.305,24.2
1750,1750,7.5BG,6,8,0.206,0.298,22.8
1751,1751,7.5BG,6,10,0.181,0.291,21.6
1752,1752,7.5BG,6,12,0.157,0.284,20.4
1753,1753,7.5BG,6,14,0.134,0.277,19.4
1754,1754,7.5BG,6,16,0.111,0.27,18.5
1755,1755,10BG,6,2,0.286,0.31,27.8
1756,1756,10BG,6,4,0.26,0.302,25.9
1757,1757,10BG,6,6,0.234,0.292,24.2
1758,1758,10BG,6,8,0.209,0.283,22.8
1759,1759,10BG,6,10,0.186,0.271,21.5
1760,1760,10BG,6,12,0.166,0.261,20.4
1761,1761,10BG,6,14,0.145,0.249,19.5
1762,1762,10BG,6,16,0.127,0.237,18.8
1763,1763,2.5B,6,0,0.31,0.316,30.0
1764,1764,2.5B,6,2,0.286,0.306,27.8
1765,1765,2.5B,6,4,0.262,0.295,25.7
1766,1766,2.5B,6,6,0.238,0.283,24.0
1767,1767,2.5B,6,8,0.217,0.269,22.8
1768,1768,2.5B,6,10,0.198,0.256,21.6
1769,1769,2.5B,6,12,0.18,0.243,20.6
1770,1770,2.5B,6,14,0.162,0.229,19.7
1771,1771,2.5B,6,16,0.145,0.216,18.9
1772,1772,2.5B,6,18,0.129,0.203,18.2
1773,1773,5B,6,2,0.287,0.303,27.8
1774,1774,5B,6,4,0.264,0.288,25.7
1775,1775,5B,6,6,0.243,0.275,24.0
1776,1776,5B,6,8,0.224,0.25,22.8
1777,1777,5B,6,10,0.208,0.247,21.8
1778,1778,5B,6,12,0.191,0.232,20.7
1779,1779,5B,6,14,0.175,0.217,19.8
1780,1780,5B,6,16,0.158,0.203,18.9
1781,1781,5B,6,18,0.133,0.189,18.2
1782,1782,7.5B,6,2,0.288,0.301,27.8
1783,1783,7.5B,6,4,0.267,0.284,25.7
1784,1784,7.5B,6,6,0.248,0.269,24.0
1785,1785,7.5B,6,8,0.231,0.254,22.8
1786,1786,7.5B,6,10,0.216,0.239,21.8
1787,1787,7.5B,6,12,0.2,0.214,20.7
1788,1788,7.5B,6,14,0.185,0.209,19.9
1789,1789,7.5B,6,16,0.17,0.194,18.9
1790,1790,7.5B,6,18,0.156,0.179,18.2
1791,1791,10B,6,2,0.29,0.299,27.6
1792,1792,10B,6,4,0.274,0.278,25.7
1793,1793,10B,6,6,0.253,0.264,24.0
1794,1794,10B,6,8,0.237,0.248,22.8
1795,1795,10B,6,10,0.223,0.234,21.8
1796,1796,10B,6,12,0.208,0.219,20.7
1797,1797,10B,6,14,0.194,0.204,19.9
1798,1798,10B,6,16,0.178,0.188,18.9
1799,1799,10B,6,18,0.165,0.174,18.2
1800,1800,2.5PB,6,0,0.31,0.316,30.0
1801,1801,2.5PB,6,2,0.291,0.297,27.6
1802,1802,2.5PB,6,4,0.278,0.275,25.5
1803,1803,2.5PB,6,6,0.257,0.26,24.0
1804,1804,2.5PB,6,8,0.243,0.245,22.8
1805,1805,2.5PB,6,10,0.229,0.229,21.8
1806,1806,2.5PB,6,12,0.216,0.214,20.7
1807,1807,2.5PB,6,14,0.202,0.199,19.9
1808,1808,2.5PB,6,16,0.188,0.188,18.9
1809,1809,2.5PB,6,18,0.175,0.168,18.2
1810,1810,5PB,6,2,0.293,0.294,27.6
1811,1811,5PB,6,4,0.283,0.272,25.5
1812,1812,5PB,6,6,0.264,0.256,24.0
1813,1813,5PB,6,8,0.252,0.24,22.8
1814,1814,5PB,6,10,0.24,0.224,21.8
1815,1815,5PB,6,12,0.228,0.209,20.7
1816,1816,5PB,6,14,0.217,0.193,19.8
1817,1817,5PB,6,16,0.204,0.176,18.9
1818,1818,5PB,6,18,0.193,0.162,18.3
1819,1819,7.5PB,6,2,0.296,0.293,27.6
1820,1820,7.5PB,6,4,0.283,0.272,25.5
1821,1821,7.5PB,6,6,0.272,0.253,24.0
1822,1822,7.5PB,6,8,0.26,0.236,22.6
1823,1823,7.5PB,6,10,0.25,0.22,21.6
1824,1824,7.5PB,6,12,0.241,0.204,20.7
1825,1825,7.5PB,6,14,0.231,0.188,19.8
1826,1826,7.5PB,6,16,0.221,0.17,18.9
1827,1827,7.5PB,6,18,0.213,0.156,18.3
1828,1828,10PB,6,2,0.298,0.292,27.6
